event_id,src_ip,timestamp,src_longitude,src_latitude,dst_longitude,dst_latitude
4,123.112.43.6 ,2017-07-20 04:35:44,116.1,39.92,114.57,39.84
4,123.112.43.6 ,2017-07-20 04:35:44,116.1,39.92,114.57,39.84
4,123.112.43.6 ,2017-07-20 04:35:44,116.1,39.92,114.57,39.84
4,123.112.43.6 ,2017-07-20 04:35:44,116.1,39.92,114.57,39.84
4,123.112.43.6 ,2017-07-20 04:35:44,116.1,39.92,114.57,39.84
4,123.112.43.6 ,2017-07-20 04:35:44,116.1,39.92,114.57,39.84
4,123.112.43.6 ,2017-07-20 04:35:44,116.1,39.92,114.57,39.84
4,123.112.43.6 ,2017-07-20 04:35:44,116.1,39.92,114.57,39.84
4,123.112.43.6 ,2017-07-20 04:35:44,116.1,39.92,114.57,39.84
4,123.112.43.6 ,2017-07-20 04:35:44,116.1,39.92,114.57,39.84
4,123.112.43.6 ,2017-07-20 04:35:44,116.1,39.92,114.57,39.84
4,123.112.43.6 ,2017-07-20 04:35:44,116.1,39.92,114.57,39.84
4,123.112.43.6 ,2017-07-20 04:35:44,116.1,39.92,114.57,39.84
4,123.112.43.6 ,2017-07-20 04:35:44,116.1,39.92,114.57,39.84
4,123.112.43.6 ,2017-07-20 04:35:44,116.1,39.92,114.57,39.84
2,221.238.245.22,2017-07-20 05:45:44,117.37,38.93,100,33
2,221.238.245.22,2017-07-20 05:45:44,117.37,38.93,100,33
2,221.238.245.22,2017-07-20 05:45:44,117.37,38.93,100,33
2,221.238.245.22,2017-07-20 05:45:44,117.37,38.93,100,33
2,221.238.245.22,2017-07-20 05:45:44,117.37,38.93,100,33
2,221.238.245.22,2017-07-20 05:45:44,102.17,30.45,100,33
2,221.238.245.22,2017-07-20 05:45:44,102.17,30.45,100,33
2,221.238.245.22,2017-07-20 05:45:44,102.17,30.45,100,33
2,221.238.245.22,2017-07-20 05:45:44,102.17,30.45,100,33
2,221.238.245.22,2017-07-20 05:45:44,102.17,30.45,100,33
2,221.238.245.22,2017-07-20 05:45:44,102.17,30.45,100,33
2,221.238.245.22,2017-07-20 05:45:44,102.17,30.45,100,33
2,221.238.245.22,2017-07-20 06:21:44,102.17,30.45,100,33
2,221.238.245.22,2017-07-20 06:21:44,102.17,30.45,100,33
2,221.238.245.22,2017-07-20 06:21:44,102.17,30.45,100,33
2,221.238.245.22,2017-07-20 06:21:44,102.17,30.45,100,33
2,221.238.245.22,2017-07-20 06:21:44,102.17,30.45,100,33
2,221.238.245.22,2017-07-20 06:21:44,102.17,30.45,100,33
3,220.113.60.203,2017-07-20 06:21:44,117.04,39.15,116.43,40.04
3,220.113.60.203,2017-07-20 06:21:44,117.04,39.15,116.43,40.04
3,220.113.60.203,2017-07-20 06:21:44,117.04,39.15,116.43,40.04
3,220.113.60.203,2017-07-20 07:30:44,117.04,39.15,116.43,40.04
3,220.113.60.203,2017-07-20 07:30:44,117.04,39.15,116.43,40.04
3,220.113.60.203,2017-07-20 07:30:44,117.04,39.15,116.43,40.04
3,220.113.60.203,2017-07-20 07:30:44,117.04,39.15,116.43,40.04
3,220.113.60.203,2017-07-20 07:30:44,117.04,39.15,116.43,40.04
3,220.113.60.203,2017-07-20 07:30:44,117.04,39.15,116.43,40.04
3,220.113.60.203,2017-07-20 07:30:44,117.04,39.15,116.43,40.04
3,220.113.60.203,2017-07-20 08:30:44,105.15,29.93,116.43,40.04
3,220.113.60.203,2017-07-20 08:30:44,105.15,29.93,116.43,40.04
3,220.113.60.203,2017-07-20 08:30:44,105.15,29.93,116.43,40.04
3,220.113.60.203,2017-07-20 08:30:44,105.15,29.93,116.43,40.04
3,220.113.60.203,2017-07-20 08:30:44,105.15,29.93,116.43,40.04
3,220.113.60.203,2017-07-20 08:30:44,105.15,29.93,116.43,40.04
3,220.113.60.203,2017-07-20 08:30:44,105.15,29.93,116.43,40.04
3,220.113.60.203,2017-07-20 08:30:44,105.15,29.93,116.43,40.04
3,220.113.60.203,2017-07-20 08:30:44,105.15,29.93,116.43,40.04
3,220.113.60.203,2017-07-20 08:30:44,105.15,29.93,116.43,40.04
3,220.113.60.203,2017-07-20 08:30:44,105.15,29.93,116.43,40.04
3,220.113.60.203,2017-07-20 08:30:44,105.15,29.93,116.43,40.04
3,220.113.60.203,2017-07-20 10:31:44,105.15,29.93,116.43,40.04
3,220.113.60.203,2017-07-20 10:31:44,105.15,29.93,116.43,40.04
3,220.113.60.203,2017-07-20 10:31:44,105.15,29.93,116.43,40.04
3,220.113.60.203,2017-07-20 10:31:44,105.15,29.93,116.43,40.04
3,220.113.60.203,2017-07-20 10:31:44,120.12,30.51,116.43,40.04
3,220.113.60.203,2017-07-20 10:31:44,120.12,30.51,116.43,40.04
3,220.113.60.203,2017-07-20 10:31:44,120.12,30.51,116.43,40.04
3,220.113.60.203,2017-07-20 10:31:44,120.12,30.51,116.43,40.04
3,220.113.60.203,2017-07-20 11:00:44,120.12,30.51,116.43,40.04
3,220.113.60.203,2017-07-20 11:00:44,120.12,30.51,116.43,40.04
3,220.113.60.203,2017-07-20 11:00:44,120.12,30.51,116.43,40.04
3,220.113.60.203,2017-07-20 11:00:44,120.12,30.51,116.43,40.04
3,220.113.60.203,2017-07-20 11:00:44,120.12,30.51,116.43,40.04
3,220.113.60.203,2017-07-20 11:00:44,120.12,30.51,116.43,40.04
3,220.113.60.203,2017-07-20 11:00:44,120.12,30.51,116.43,40.04
3,220.113.60.203,2017-07-20 11:00:44,120.12,30.51,116.43,40.04
3,220.113.60.203,2017-07-20 11:00:44,120.12,30.51,116.43,40.04
3,220.113.60.203,2017-07-20 11:00:44,120.12,30.51,114.44,30.7
3,220.113.60.203,2017-07-20 11:00:44,120.12,30.51,114.44,30.7
3,220.113.60.203,2017-07-20 12:33:44,120.12,30.51,114.44,30.7
3,220.113.60.203,2017-07-20 12:33:44,117.04,39.15,114.44,30.7
3,220.113.60.203,2017-07-20 12:33:44,117.04,39.15,114.44,30.7
3,220.113.60.203,2017-07-20 12:33:44,117.04,39.15,114.44,30.7
3,220.113.60.203,2017-07-20 12:33:44,106.51,29.29,114.44,30.7
3,220.113.60.203,2017-07-20 12:33:44,106.51,29.29,114.44,30.7
3,220.113.60.203,2017-07-20 12:33:44,106.51,29.29,114.44,30.7
